feature,x2_str,y_str
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s'],3
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3'],2
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2'],1
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1'],/
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 /'],1
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1'],7
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7'],0
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0'],+
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 +'],7
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7'],8
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8'],8
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8'],/
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 /'],4
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4'],4
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4'],0
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0'],=
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 ='],4
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4'],9
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9'],9
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9 9'],/
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9 9 /'],7
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9 9 / 7'],1
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9 9 / 7 1'],0
"[[[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 ...

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]

 [[ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]
  ...
  [ 1  8 13]
  [ 1  8 13]
  [ 1  8 13]]]",['s 3 2 1 / 1 7 0 + 7 8 8 / 4 4 0 = 4 9 9 / 7 1 0'],e
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s'],9
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9'],5
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9 5'],5
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9 5 5'],/
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9 5 5 /'],6
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9 5 5 / 6'],8
"[[[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 ...

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]

 [[17  8 15]
  [17  8 15]
  [17  8 15]
  ...
  [17  8 15]
  [17  8 15]
  [17  8 15]]]",['s 9 5 5 / 6 8'],7
